name;vendor;category;functionality;expiration;service_name;service_url
bk_ccart_tracking_cart_data;Beeketing;Marketing;tostore items in shopping cart.;persistent;Beeketing;https://cookiedatabase.org/service/beeketing/
bleeper_first;Bleeper Live Chat;Unknown;with unknown functionality;at least one session;Bleeper Live Chat;https://cookiedatabase.org/service/bleeper-live-chat/
bleeper_current;Bleeper Live Chat;Unknown;with unknown functionality;at least one session;Bleeper Live Chat;https://cookiedatabase.org/service/bleeper-live-chat/
Bitdefender_Block;Bitdefender;Unknown;with unknown functionality;at least one session;Bitdefender;https://cookiedatabase.org/service/bitdefender/
bleeper_customerID_*;Bleeper Live Chat;Unknown;with unknown functionality;at least one session;Bleeper Live Chat;https://cookiedatabase.org/service/bleeper-live-chat/
bvfw-bypass-cookie;BlogVault;Unknown;with unknown functionality;at least one session;BlogVault;https://cookiedatabase.org/service/blogvault/
__exponea_time2__;Bloomreach;Functional;toprovide timezone.;1 hour;Bloomreach;https://cookiedatabase.org/service/bloomreach/
__exponea_etc__;Bloomreach;Marketing;tostore a unique user ID.;3 years;Bloomreach;https://cookiedatabase.org/service/bloomreach/
bookly-cst-country;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
bookly-cst-additional-address;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
bookly-cst-street;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
bookly-cst-city;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
bookly-cst-postcode;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
bookly-cst-last-name;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
bookly-cst-info-fields;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
bookly-cst-full-name;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
bookly-cst-email;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
bookly-cst-first-name;Bookly;Functional;with unknown functionality;session;Bookly;https://cookiedatabase.org/service/bookly/
borlabs-cookie;Borlabs;Unknown;with unknown functionality;at least one session;Borlabs;https://cookiedatabase.org/service/borlabs/
borlabsCookie;Borlabs;Functional;tostore cookie consent preferences.;1 year;Borlabs;https://cookiedatabase.org/service/borlabs/
bkng_sso_session;Booking.com;Functional;toprovide access.;5 years;Booking.com;https://cookiedatabase.org/service/booking/
lastSeen;Booking.com;Functional;tostore last visit.;session;Booking.com;https://cookiedatabase.org/service/booking/
has_preloaded;Booking.com;Functional;toprovide bandwidth estimations.;1 year;Booking.com;https://cookiedatabase.org/service/booking/
cors_js;Booking.com;Functional;toprovide load balancing functionality.;1 year;Booking.com;https://cookiedatabase.org/service/booking/
btest;Booking.com;Unknown;with unknown functionality;persistent;Booking.com;https://cookiedatabase.org/service/booking/
_pxhd;Booking.com;Functional;toprovide protection against hackers.;1 year;Booking.com;https://cookiedatabase.org/service/booking/
bkng;Booking.com;Functional;tostore ID's of experiments and sessions for A/B testing.;5 years;Booking.com;https://cookiedatabase.org/service/booking/
bjs;Booking.com;Functional;toprovide functions across pages.;1 day;Booking.com;https://cookiedatabase.org/service/booking/
_px3;Booking.com;Functional;toprovide protection against hackers.;1 hour;Booking.com;https://cookiedatabase.org/service/booking/
_pxvid;Booking.com;Functional;toprovide protection against hackers.;1 year;Booking.com;https://cookiedatabase.org/service/booking/
bst_dsgvo_cookie;BST - Systemtechnik;Unknown;with unknown functionality;1 year;BST - Systemtechnik;https://cookiedatabase.org/service/bst-systemtechnik/
sib_cuid;Brevo;Functional;tostore unique visits.;1 year;Brevo;https://cookiedatabase.org/service/sendinblue/
brz-authorized;Brizy;Functional;toprovide admin functions.;session;Brizy;https://cookiedatabase.org/service/brizy/
brz-showedPopups;Brizy;Functional;tostore performed actions on the website.;persistent;Brizy;https://cookiedatabase.org/service/brizy/
brz-firstVisit;Brizy;Statistics (anonymous);tostore which page was visited first.;persistent;Brizy;https://cookiedatabase.org/service/brizy/
brz-pagesViewsInSessionTimeLine;Brizy;Statistics (anonymous);toStore and track interaction.;persistent;Brizy;https://cookiedatabase.org/service/brizy/
brz-showedPopupsInSessionTimeLine;Brizy;Functional;tostore performed actions on the website.;persistent;Brizy;https://cookiedatabase.org/service/brizy/
brz-pagesViews;Brizy;Statistics (anonymous);tostore which page was visited first.;persistent;Brizy;https://cookiedatabase.org/service/brizy/
bp-message-type;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
bp-document;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
brz-lastVisit;Brizy;Statistics (anonymous);tostore last visit.;persistent;Brizy;https://cookiedatabase.org/service/brizy/
brz-sessions;Brizy;Statistics (anonymous);tostore ad display frequency.;persistent;Brizy;https://cookiedatabase.org/service/brizy/
bp-anonymous-comment-id;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
bp-anonymous-comment-activity-id;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
bp-message;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
bp-bboss-is-media-page;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
bp-post-as;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
bp-comment-as;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
bp-group_members-scope;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
bp-group_members-filter;BuddyPress;Unknown;with unknown functionality;at least one session;BuddyPress;https://cookiedatabase.org/service/buddypress/
wfacp_form_values;Build WooFunnels;Functional;with unknown functionality;persistent;Build WooFunnels;https://cookiedatabase.org/service/build-woofunnels/
wfacp_checkout_page_id;Build WooFunnels;Functional;with unknown functionality;persistent;Build WooFunnels;https://cookiedatabase.org/service/build-woofunnels/
buttonizer_dashboard_groups_opened;Buttonizer;Functional;toprovide functions across pages.;session;Buttonizer;https://cookiedatabase.org/service/buttonizer/
buttonizer_bar_state_scroll;Buttonizer;Functional;toprovide a smoother scrolling experience.;session;Buttonizer;https://cookiedatabase.org/service/buttonizer/
buttonizer_live_groups_opened;Buttonizer;Functional;toprovide functions across pages.;session;Buttonizer;https://cookiedatabase.org/service/buttonizer/
burst_datatable_columns_referrers;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
buttonizer_bar_state_opened;Buttonizer;Functional;tostore user preferences.;session;Buttonizer;https://cookiedatabase.org/service/buttonizer/
buttonizer-first-visit;Buttonizer;Functional;tostore first visit to the site.;session;Buttonizer;https://cookiedatabase.org/service/buttonizer/
burst_datatable_columns_parameters;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
burst_datatable_columns_campaigns;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
burst_datatable_columns_pages;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
burst_datatable_columns_countries;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
burst_widget_date_range;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
burst_selectedRangeKey;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
burst_datatable_config_*;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
burst_pages_columns;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
__ctm*;Call Tracking Metrics;Marketing;with unknown functionality;at least one session;Call Tracking Metrics;https://cookiedatabase.org/service/call_tracking_metrics/
_calendly_session;Calendly;Functional;tostore user preferences.;session;Calendly;https://cookiedatabase.org/service/calendly/
burst_acquisition_data_type;Burst Statistics;Unknown;with unknown functionality;at least one session;Burst Statistics;https://cookiedatabase.org/service/burst-statistics/
__ctm*_ttl;Call Tracking Metrics;Marketing;with unknown functionality;at least one session;Call Tracking Metrics;https://cookiedatabase.org/service/call_tracking_metrics/
calltrk_session_id;CallRail;Unknown;with unknown functionality;1 year;CallRail;https://cookiedatabase.org/service/callrail/
ctm;Call Tracking Metrics;Unknown;with unknown functionality;at least one session;Call Tracking Metrics;https://cookiedatabase.org/service/call_tracking_metrics/
calltrk-calltrk_landing;CallRail;Unknown;with unknown functionality;persistent;CallRail;https://cookiedatabase.org/service/callrail/
calltrk-_ga;CallRail;Unknown;toprovide call tracking.;persistent;CallRail;https://cookiedatabase.org/service/callrail/
calltrk-calltrk_session_id;CallRail;Unknown;with unknown functionality;1 year;CallRail;https://cookiedatabase.org/service/callrail/
calltrk-calltrk_referrer;CallRail;Unknown;with unknown functionality;1 year;CallRail;https://cookiedatabase.org/service/callrail/
calltrk_referrer;CallRail;Marketing;with unknown functionality;at least one session;CallRail;https://cookiedatabase.org/service/callrail/
calltrk_session_id_*;CallRail;Marketing;with unknown functionality;at least one session;CallRail;https://cookiedatabase.org/service/callrail/
calltrk_landing;CallRail;Unknown;with unknown functionality;at least one session;CallRail;https://cookiedatabase.org/service/callrail/
CAN_Store_*;Canddi;Marketing;tostore and track visits across websites.;1 day;Canddi;https://cookiedatabase.org/service/canddi/
__canny__userID;Canny;Unknown;with unknown functionality;at least one session;Canny;https://cookiedatabase.org/service/canny/
__canny__sessionID;Canny;Unknown;with unknown functionality;session;Canny;https://cookiedatabase.org/service/canny/
__canny__experimentID;Canny;Unknown;with unknown functionality;at least one session;Canny;https://cookiedatabase.org/service/canny/
CaosGtag_ga_gid;CAOS | Host Google Analytics Locally;Unknown;with unknown functionality;at least one session;CAOS | Host Google Analytics Locally;https://cookiedatabase.org/service/caos-host-google-analytics-locally/
CaosGtag_ga;CAOS | Host Google Analytics Locally;Unknown;with unknown functionality;at least one session;CAOS | Host Google Analytics Locally;https://cookiedatabase.org/service/caos-host-google-analytics-locally/
caosLocalGa;CAOS | Host Google Analytics Locally;Unknown;with unknown functionality;at least one session;CAOS | Host Google Analytics Locally;https://cookiedatabase.org/service/caos-host-google-analytics-locally/
